classification,report_date,termination_date,termination_speed,status,recall_reason,recall_category,manufacturer_name,product_type,route,notification_type
Class III,2014-04-30,2015-03-25,345,Terminated,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2015-06-17,2017-03-14,650,Terminated,SUBPOTENT DRUG,Potency Issues,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class I,2022-08-24,,,Completed,CHEMICAL CONTAMINATION AND SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Press Release
Class II,2023-05-10,,,Ongoing,SUBPOTENT DRUG,Potency Issues,nan,nan,nan,Letter
Class II,2018-03-14,2018-05-31,105,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRY,Stability Issues,nan,nan,nan,E-Mail
Class II,2018-03-21,2019-12-02,635,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRY,Stability Issues,nan,nan,nan,Letter
Class III,2019-02-20,2020-11-06,687,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Akorn, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class III,2012-12-05,2014-09-11,687,Terminated,PRODUCT LACKS STABILITY,Stability Issues,GlaxoSmithKline , PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class II,2013-10-02,2014-08-25,419,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2022-05-25,2023-04-13,351,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-12-05,2020-04-06,515,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,nan,nan,nan,Letter
Class I,2023-08-09,,,Ongoing,FAILED STABILITY SPECIFICATION AND FAILED IMPURITIES,Stability Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,nan,Letter
Class III,2013-01-30,2014-10-07,781,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRATION DATE,Stability Issues,nan,nan,nan,Letter
Class II,2018-01-31,2018-06-18,180,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2018-07-11,2023-03-22,1734,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2015-07-01,2016-02-19,268,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2018-03-14,2020-09-15,932,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2018-05-23,2018-10-31,204,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2017-05-17,2017-10-24,210,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2015-03-11,2017-11-30,1007,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Akorn, PRESCRIPTION DRUG,NASAL,Letter
Class II,2016-04-13,2016-06-07,85,Terminated,STABILITY DOES NOT SUPPORT EXPIRY,Stability Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2023-07-12,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,Preferred Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2016-11-09,2018-06-15,640,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2020-10-07,2021-08-26,356,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2014-07-30,2015-11-19,531,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRY,Stability Issues,nan,nan,nan,E-Mail
Class II,2018-05-23,2018-12-10,217,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Padagis Israel Pharmaceuticals Ltd, PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2023-07-19,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,VIVUS , PRESCRIPTION DRUG,ORAL,nan
Class III,2021-11-03,2022-03-28,166,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class I,2015-04-15,2016-12-02,730,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2018-04-04,2018-05-31,85,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRY,Stability Issues,nan,nan,nan,E-Mail
Class I,2020-05-06,2021-10-21,551,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2020-08-26,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,Sanofi-Aventis U.S. , PRESCRIPTION DRUG,nan,Letter
Class III,2020-08-26,2021-03-16,225,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2022-01-05,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2022-11-23,2023-03-16,154,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Aadi Bioscience, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class III,2013-08-21,2013-08-28,205,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2022-01-26,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,VistaPharm, PRESCRIPTION DRUG,ORAL,Letter
Class III,2014-06-25,2015-02-12,260,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,nan,nan,nan,Letter
Class III,2013-02-13,2017-04-03,1623,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2014-11-19,2016-06-21,663,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Fougera Pharmaceuticals ., PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2017-01-11,2017-09-18,270,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2018-03-14,2020-08-31,922,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,Akorn, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2018-10-10,2023-02-17,1610,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,"[""Dr. Reddys Laboratories", PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2023-01-04,,,Completed,FAILED STABILITY SPECIFICATIONS,Stability Issues,Apotex Corp, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2021-04-14,2022-12-07,628,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,XGen Pharmaceuticals DJB, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-03-07,2020-04-08,847,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2016-10-19,2017-06-23,707,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRY,Stability Issues,nan,nan,nan,E-Mail
Class II,2021-08-25,2022-11-14,473,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class III,2018-03-21,2019-04-29,417,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,"[""Dr. Reddys Laboratories ""]", PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2019-06-19,2021-09-24,830,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Bausch & Lomb Incorporated, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class III,2022-10-12,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,"[""Dr.Reddys Laboratories ""]", PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS",Letter
Class III,2013-06-26,2014-03-28,304,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2016-11-30,2017-10-20,357,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2016-02-03,2017-05-09,629,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRY.,Stability Issues,nan,nan,nan,Telephone
Class II,2021-08-25,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,Noven Therapeutics, PRESCRIPTION DRUG,TRANSDERMAL,Letter
Class III,2018-05-30,2019-01-14,259,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,V2 Pharma, PRESCRIPTION DRUG,nan,Letter
Class II,2023-09-27,,,Ongoing,STABILITY DATA DOES NOT SUPPORT EXPIRY,Stability Issues,CareFusion 213, OTC DRUG,TOPICAL,Letter
Class III,2019-02-27,2020-11-03,648,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,nan,nan,nan,Letter
Class II,2012-12-12,2017-04-11,1602,Terminated,PRODUCT LACKS STABILITY,Stability Issues,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,TOPICAL,Letter
Class III,2013-07-24,2014-02-10,242,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2020-04-01,2021-05-19,426,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2023-02-15,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,Akorn, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class III,2014-02-19,2015-01-23,403,Terminated,FAILED STABILITY TESTING,Stability Issues,nan,nan,nan,Letter
Class III,2013-08-28,2015-01-29,559,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,E-Z-EM Canada , PRESCRIPTION DRUG,ORAL,Letter
Class III,2015-11-11,2016-10-23,368,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2018-10-24,2019-11-07,413,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2016-12-14,2019-11-20,1239,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2015-09-23,2022-06-15,2494,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,nan
Class III,2022-03-02,2022-12-13,328,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,"[""Dr. Reddys Laboratories .""]", PRESCRIPTION DRUG,"INTRAVENOUS', 'SUBCUTANEOUS",Letter
Class II,2021-07-14,2022-08-11,428,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Genentech, PRESCRIPTION DRUG,SUBCUTANEOUS,Letter
Class III,2021-04-21,,,Ongoing,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2017-03-08,2019-03-15,791,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,AbbVie ., PRESCRIPTION DRUG,ENTERAL,E-Mail
Class III,2014-05-07,2014-10-15,197,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2015-05-13,2016-10-25,550,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2019-02-27,2022-07-29,1271,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,nan,nan,nan,Letter
Class II,2017-12-27,2018-03-29,231,Terminated,STABILITY DATE DOESN'T SUPPORT EXPIRY,Stability Issues,nan,nan,nan,Letter
Class III,2018-01-03,2020-04-03,875,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2022-04-20,2022-05-10,43,Terminated,OUT OF SPECIFICATION RESULTS OBSERVED IN DISSOLUTION DURING LONG TERM STABILITY TESTING.,Stability Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2018-04-04,2019-03-01,358,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,E-Z-EM Canada , PRESCRIPTION DRUG,ORAL,Letter
Class III,2014-03-19,2015-05-22,466,Terminated,STABILITY DATA DOES NOT SUPPORT EXPIRY,Stability Issues,Pinnacle Biologics, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2014-11-05,2015-12-29,446,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Micro Labs Limited, PRESCRIPTION DRUG,ORAL,Letter
Class III,2017-11-01,2020-01-16,855,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2022-01-12,2022-09-12,264,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2019-09-18,2021-10-27,791,Terminated,FAILED STABILITY SPECIFICATIONS.,Stability Issues,nan,nan,nan,Letter
Class III,2018-09-26,2019-10-08,407,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,JUBILANT CADISTA PHARMACEUTICALS INC., PRESCRIPTION DRUG,ORAL,Letter
Class III,2021-07-21,2023-02-07,594,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,Partner Therapeutics, PRESCRIPTION DRUG,"INTRAVENOUS', 'SUBCUTANEOUS",E-Mail
Class III,2018-11-21,2019-11-26,385,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,E-Mail
Class III,2014-01-29,2014-08-27,286,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2017-05-31,2017-12-22,227,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Strides Pharma Science Limited, PRESCRIPTION DRUG,ORAL,Letter
Class III,2014-01-01,2016-05-16,931,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,Akorn, PRESCRIPTION DRUG,ORAL,Letter
Class III,2014-08-06,2015-05-29,305,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2018-05-02,2020-10-13,904,Terminated,FAILED DISSOLUTION SPECIFICATIONS. HIGH DISSOLUTION RESULTS WERE OBTAINED DURING STABILITY TESTING.,Stability Issues,nan,nan,nan,Letter
Class II,2019-06-19,2020-04-29,321,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Baxter Healthcare Corporation, PRESCRIPTION DRUG,RESPIRATORY (INHALATION),Letter
Class II,2016-11-30,2019-05-10,907,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class II,2018-02-07,2018-10-17,307,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Boehringer Ingelheim Pharmaceuticals, PRESCRIPTION DRUG,"ORAL', 'RESPIRATORY (INHALATION)",Letter
Class III,2015-06-24,2016-05-18,362,Terminated,FAILED STABILITY SPECIFICATION,Stability Issues,nan,nan,nan,Letter
Class II,2019-12-04,2023-07-16,1355,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,E-Mail
Class III,2017-11-22,2019-08-21,722,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,nan,nan,nan,Letter
Class III,2021-11-03,2022-08-23,307,Terminated,FAILED STABILITY SPECIFICATIONS,Stability Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class I,2012-11-14,2013-02-28,2561,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Telephone
Class II,2013-03-06,2015-04-24,801,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2012-09-05,2013-11-13,576,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,BRACCO DIAGNOSTICS INC, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2014-03-12,2015-03-17,399,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2016-12-28,2023-12-06,2687,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2018-09-05,2020-01-30,527,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2018-10-10,2020-06-26,646,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Pfizer Laboratories Div Pfizer , PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2019-06-05,2020-02-25,298,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2019-07-03,2021-10-26,861,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Press Release
Class II,2021-11-17,2023-10-04,722,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Telephone
Class II,2012-12-26,2014-06-03,559,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Hospira, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS",Letter
Class II,2014-08-27,2014-12-02,124,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2014-10-08,2016-09-30,732,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2015-11-04,2016-04-13,264,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Press Release
Class II,2021-10-06,,,Completed,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2022-07-20,2023-07-25,404,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Jubilant DraxImage ., PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2013-09-18,2016-04-25,973,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2022-11-23,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2016-07-20,2017-06-16,399,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,E-Mail
Class II,2016-12-28,2017-01-17,33,Terminated,LACK OF STERILITY ASSURANCE,Sterility Issues,nan,nan,nan,E-Mail
Class II,2018-05-02,2020-09-15,888,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Press Release
Class I,2018-12-26,2021-01-29,777,Terminated,LACK OF STERILITY ASSURANCE AND INCORRECT,Sterility Issues,nan,nan,nan,Telephone
Class II,2016-10-19,2017-05-03,225,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2018-05-16,2020-06-04,770,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2021-12-08,2023-07-12,589,Terminated,LACK OF STERILITY ASSURANCE,Sterility Issues,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2014-07-30,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2019-12-04,2023-03-09,1255,Terminated,LACK OF STERILITY ASSURANCE.,Sterility Issues,nan,nan,nan,Letter
Class II,2020-04-15,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2017-07-19,2019-04-03,651,Terminated,LACK OF STERILITY ASSURANCE,Sterility Issues,nan,nan,nan,Letter
Class II,2023-05-31,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,E-Mail
Class II,2012-08-22,2014-08-13,810,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2016-09-14,2017-03-13,215,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Telephone
Class II,2012-06-20,2012-09-24,446,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2015-12-02,2017-03-30,538,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,E-Mail
Class II,2016-02-03,2016-06-29,285,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,E-Mail
Class II,2017-05-24,2017-08-29,133,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2021-08-25,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Teva Parenteral Medicines, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2022-04-13,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Oryza Pharmaceuticals ., PRESCRIPTION DRUG,INTRAVENOUS,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2013-03-06,2014-10-08,636,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Hospira, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS",Letter
Class II,2017-11-08,2019-05-01,559,Terminated,LACK OF ASSURANCE OF STERILITY.,Sterility Issues,nan,nan,nan,Letter
Class II,2019-04-24,2020-12-15,610,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Iso-Tex Diagnostics, PRESCRIPTION DRUG,INTRAVENOUS,E-Mail
Class II,2019-10-09,2023-04-05,1351,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2022-04-27,2023-10-05,548,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2023-10-04,2023-12-04,104,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Life Molecular Imaging, PRESCRIPTION DRUG,INTRAVENOUS,Telephone
Class II,2014-07-02,2014-09-29,173,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Telephone
Class II,2017-04-19,2019-07-09,844,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2018-02-21,2018-04-24,78,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2019-09-18,2023-03-25,1296,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Hospira, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2022-07-27,2023-11-27,501,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Cipla USA ., PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class II,2016-06-15,2017-01-13,241,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Press Release
Class II,2016-12-14,2018-06-19,594,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-07-12,2018-06-12,358,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2013-06-12,,,Completed,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2015-10-21,2017-02-10,539,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Nephron Pharmaceuticals Corporation, PRESCRIPTION DRUG,RESPIRATORY (INHALATION),E-Mail
Class II,2016-03-16,2016-08-09,187,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Telephone
Class II,2023-02-01,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Telephone
Class II,2023-05-24,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Sanofi-Aventis U.S. , PRESCRIPTION DRUG,"INTRAVENOUS', 'SUBCUTANEOUS",E-Mail
Class II,2015-01-28,2015-07-24,210,Terminated,LACK OF STERILITY ASSURANCE.,Sterility Issues,nan,nan,nan,Letter
Class II,2015-03-25,2016-12-09,645,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2016-12-28,2017-06-02,169,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,Onyx Pharmaceuticals, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2018-11-14,2021-03-08,882,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2022-09-21,,,Completed,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,E-Mail
Class II,2023-09-06,,,Ongoing,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2014-03-12,2014-04-24,174,Terminated,LACK OF STERILITY ASSURANCE,Sterility Issues,nan,nan,nan,Telephone
Class II,2016-02-24,2017-04-06,447,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Press Release
Class II,2017-08-02,2019-05-01,656,Terminated,LACK OF ASSURANCE OF STERILITY,Sterility Issues,nan,nan,nan,Letter
Class II,2017-09-27,2023-02-19,2007,Terminated,LACK OF STERILITY ASSURANCE,Sterility Issues,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
